loan_id,application_id,customer_id,start_date,loan_duration_months,original_amount,interest_rate,current_status,remaining_balance
33,63,939,2022-05-07,24,6700,12.11,Defaulted,2988.97
34,64,2208,2018-07-10,24,22200,17.18,Paid Off,0.0
35,67,3638,2021-12-30,48,9800,19.77,Late,3210.16
36,68,2525,2021-05-01,12,2300,14.83,Paid Off,0.0
37,72,3884,2019-12-31,24,9000,11.66,Paid Off,0.0
38,73,4098,2023-01-13,48,36400,13.02,Active,21289.68
39,74,4064,2018-11-04,24,3400,16.0,Paid Off,0.0
40,75,2658,2019-01-26,24,18400,15.05,Paid Off,0.0
41,77,1821,2018-12-16,36,6500,14.92,Paid Off,0.0
42,78,4509,2019-10-27,48,47900,18.16,Paid Off,0.0
43,79,3550,2019-02-10,48,46900,20.7,Paid Off,0.0
44,81,3065,2023-12-01,24,6800,17.89,Active,3417.15
45,84,4832,2022-01-29,12,2600,7.7,Paid Off,0.0
46,85,4604,2023-06-16,48,28000,14.16,Active,19293.31
47,88,3074,2019-01-10,24,9500,13.86,Paid Off,0.0
48,89,192,2021-07-31,24,20100,10.45,Paid Off,0.0
49,90,2348,2022-02-01,36,12600,8.75,Late,396.32
50,93,4017,2021-06-09,36,15900,14.3,Paid Off,0.0
51,94,2556,2021-01-23,48,30700,16.97,Late,873.03
52,98,285,2019-02-17,36,24900,20.99,Paid Off,0.0
53,99,4249,2018-12-12,12,1600,11.94,Paid Off,0.0
54,100,1616,2021-02-17,48,15100,14.35,Active,410.38
55,101,2126,2018-07-09,48,7200,16.31,Defaulted,3572.32
56,102,249,2019-04-08,48,8400,16.06,Paid Off,0.0
57,104,3552,2023-07-19,36,5100,21.55,Active,3093.07
58,107,3313,2018-11-04,12,4100,19.65,Paid Off,0.0
59,108,3449,2019-02-11,24,4600,8.62,Paid Off,0.0
60,111,3427,2021-12-02,24,4500,19.64,Paid Off,0.0
61,112,2195,2018-04-22,12,2700,10.28,Paid Off,0.0
62,113,1093,2021-08-14,24,3900,13.37,Paid Off,0.0
63,114,1662,2020-08-20,48,8800,11.31,Paid Off,0.0
64,115,589,2021-04-16,24,1600,15.04,Defaulted,725.17
65,116,1932,2020-02-14,12,2100,19.3,Paid Off,0.0
66,117,4766,2018-01-11,36,13200,17.13,Paid Off,0.0
67,118,436,2019-08-13,48,15900,10.77,Paid Off,0.0
68,119,1661,2017-12-29,48,42900,17.9,Paid Off,0.0
69,121,2523,2022-09-08,24,7500,10.6,Paid Off,0.0
70,123,4530,2018-02-28,48,24300,18.32,Paid Off,0.0
71,126,4029,2020-12-24,24,17600,14.5,Paid Off,0.0
72,127,3787,2020-01-17,48,10300,18.38,Paid Off,0.0
73,128,1963,2017-12-23,48,5300,12.12,Paid Off,0.0
74,129,2932,2023-03-14,48,24700,13.18,Active,15461.12
75,132,2189,2023-02-24,24,5700,19.56,Active,563.94
76,133,2425,2021-10-15,24,1100,10.99,Paid Off,0.0
77,134,2276,2019-06-14,24,2200,18.02,Paid Off,0.0
78,137,1091,2020-06-03,48,10900,16.95,Paid Off,0.0
79,138,854,2021-02-21,24,9800,15.44,Paid Off,0.0
80,139,2143,2022-05-22,48,7000,20.77,Active,3156.1
81,140,4213,2021-03-19,24,18600,17.59,Defaulted,8545.13
82,143,2502,2021-06-14,48,11400,13.71,Late,1497.61
83,146,3587,2020-04-19,24,1900,21.04,Paid Off,0.0
84,148,1002,2018-11-20,24,6500,12.59,Paid Off,0.0
85,150,2023,2021-05-12,24,21800,16.77,Paid Off,0.0
86,151,545,2018-09-29,12,4300,16.09,Paid Off,0.0
87,152,884,2018-05-24,60,74100,7.8,Paid Off,0.0
88,156,3799,2022-12-05,36,24400,21.5,Active,9166.48
89,157,3810,2018-08-02,24,5000,11.98,Paid Off,0.0
90,158,2225,2020-11-19,48,6700,9.53,Paid Off,0.0
91,159,2098,2019-04-06,36,10000,9.38,Paid Off,0.0
92,160,1498,2018-05-01,36,15800,16.69,Paid Off,0.0
93,161,1036,2023-05-29,36,10400,12.21,Late,5383.72
94,162,4416,2019-01-19,48,9500,20.59,Paid Off,0.0
95,163,136,2023-06-29,36,20600,20.66,Active,11870.07
96,165,2562,2020-10-11,24,6600,15.05,Paid Off,0.0
97,166,4301,2021-09-26,24,5600,12.12,Paid Off,0.0
98,169,4526,2020-09-03,36,7700,12.61,Paid Off,0.0
99,172,99,2021-06-09,24,8100,20.56,Paid Off,0.0
100,173,1451,2020-05-05,60,27900,9.15,Active,2281.12
101,174,167,2020-09-02,60,32400,12.96,Active,5615.94
102,176,3417,2022-04-19,24,5100,12.1,Paid Off,0.0
103,179,3116,2019-02-17,60,44100,16.04,Paid Off,0.0
104,180,3889,2018-06-23,48,37900,14.2,Paid Off,0.0
105,181,2591,2018-09-02,60,25800,15.94,Paid Off,0.0
106,182,766,2019-10-29,36,5700,10.06,Paid Off,0.0
107,183,1101,2021-12-24,24,22600,14.35,Paid Off,0.0
108,184,2492,2019-08-24,24,6700,9.5,Defaulted,2946.46
109,185,3932,2019-10-27,60,28300,12.83,Defaulted,13515.06
110,186,2797,2019-11-17,48,5100,13.3,Paid Off,0.0
111,188,158,2022-09-23,48,9200,14.52,Active,4681.89
112,189,2136,2022-12-12,48,5300,20.13,Active,3063.67
113,191,1461,2018-09-18,24,8100,18.38,Paid Off,0.0
114,192,1351,2021-08-01,48,7300,21.86,Active,1495.17
115,196,3626,2019-06-18,24,13300,18.05,Paid Off,0.0
116,197,4940,2020-01-10,12,4700,14.14,Defaulted,2038.91
117,198,2212,2020-06-10,36,20100,13.44,Paid Off,0.0
118,199,1851,2023-05-09,24,6000,10.88,Active,1092.38
119,200,1283,2022-11-25,48,24800,7.88,Active,12855.69
120,201,4731,2022-10-04,36,6600,8.93,Active,1818.63
121,203,1752,2023-11-29,24,9700,20.9,Active,4945.9
122,204,738,2021-06-16,36,11600,18.9,Paid Off,0.0
123,208,3778,2023-10-16,36,10800,16.2,Active,7205.68
124,211,598,2021-12-30,36,9900,12.41,Paid Off,0.0
125,212,4387,2023-05-17,24,2700,17.77,Active,643.6
126,213,2457,2018-09-15,48,39900,11.98,Defaulted,18956.94
127,214,244,2019-11-05,12,2600,10.86,Paid Off,0.0
128,216,1111,2023-07-27,60,33600,8.02,Late,25400.54
129,217,1983,2018-02-21,48,30800,21.13,Paid Off,0.0
130,221,4954,2022-04-17,24,1500,16.71,Defaulted,685.92
131,222,1542,2023-03-19,24,7900,19.81,Active,1165.35
132,223,3786,2023-05-02,48,6300,20.73,Active,4281.86
133,225,1995,2020-09-27,12,4900,14.62,Paid Off,0.0
134,226,924,2018-10-13,24,4200,17.24,Paid Off,0.0
135,231,2895,2023-01-09,60,96600,12.75,Active,65098.77
136,233,883,2022-01-05,24,5200,19.3,Paid Off,0.0
137,234,3237,2023-04-16,24,12300,20.73,Late,2416.4
138,235,1507,2021-09-20,24,17800,13.28,Paid Off,0.0
139,236,2568,2022-04-16,36,9200,12.33,Active,902.46
140,241,1527,2020-10-28,24,7800,10.53,Paid Off,0.0
141,242,4147,2018-06-02,48,17500,19.05,Paid Off,0.0
142,244,689,2022-04-07,24,2000,10.8,Paid Off,0.0
143,246,202,2021-07-26,24,22100,14.77,Paid Off,0.0
144,247,4185,2020-01-25,24,22100,19.35,Paid Off,0.0
145,248,3954,2018-04-14,60,33300,20.92,Paid Off,0.0
146,249,1908,2022-02-07,48,20100,12.88,Active,6495.99
147,251,4874,2022-12-09,36,18900,12.62,Active,6546.68
148,252,206,2021-02-03,48,23700,19.62,Active,704.89
149,254,187,2023-05-05,48,40500,15.81,Active,26639.43
150,255,4951,2020-01-26,60,28000,21.39,Paid Off,0.0
151,256,1267,2023-07-15,48,48700,14.59,Active,34572.12
152,258,1831,2022-01-13,48,23200,13.82,Active,7044.19
153,259,910,2020-04-07,36,13100,13.56,Paid Off,0.0
154,260,4164,2022-06-04,24,12600,11.94,Paid Off,0.0
155,261,1966,2020-03-27,60,47000,13.9,Active,2145.0
156,263,4248,2022-04-14,24,5600,19.37,Paid Off,0.0
157,265,564,2022-07-26,24,24300,12.58,Paid Off,0.0
158,266,2569,2019-03-08,24,19400,9.01,Paid Off,0.0
159,267,2709,2022-10-12,60,35200,17.4,Active,23012.65
160,268,290,2023-10-23,36,10200,11.77,Late,6652.66
161,270,3379,2020-11-30,48,9700,9.04,Paid Off,0.0
162,271,1939,2022-02-12,12,2300,9.73,Paid Off,0.0
163,272,2235,2022-11-04,60,44300,18.03,Active,29797.41
164,273,4873,2018-12-07,48,38900,19.44,Defaulted,19888.43
165,274,3473,2020-01-08,48,14700,18.95,Paid Off,0.0
166,277,4643,2020-05-10,36,19800,12.23,Paid Off,0.0
167,279,3687,2023-01-03,24,7800,12.49,Paid Off,0.0
168,280,1647,2022-07-19,24,7600,15.85,Paid Off,0.0
169,281,3877,2021-06-09,60,26000,12.83,Active,9116.35
170,282,2543,2021-06-07,24,19100,16.88,Paid Off,0.0
171,283,118,2021-01-15,24,14300,19.15,Defaulted,6623.69
172,287,1873,2023-12-29,48,49000,15.65,Active,39443.38
173,288,2230,2022-01-29,12,4900,7.7,Paid Off,0.0
174,290,1004,2021-03-27,36,8800,19.88,Paid Off,0.0
175,291,882,2021-01-11,48,56600,10.37,Paid Off,0.0
176,292,972,2022-06-24,48,5900,11.53,Active,2534.59
177,293,1946,2020-09-26,36,14000,20.52,Paid Off,0.0
178,295,2835,2022-08-14,12,4900,18.71,Paid Off,0.0
179,296,4699,2023-12-05,60,36900,14.77,Active,31028.9
180,297,2766,2019-10-26,36,10300,9.74,Defaulted,4658.26
181,300,2091,2019-10-28,48,16100,14.96,Paid Off,0.0
182,301,2447,2021-04-21,36,12100,16.05,Paid Off,0.0
183,302,835,2023-04-02,48,7500,13.46,Active,4704.5
184,304,2604,2023-06-06,24,20400,20.85,Active,4971.7
185,305,4046,2023-03-08,24,21300,10.75,Active,1954.25
186,306,3700,2018-09-21,48,24600,16.07,Paid Off,0.0
187,307,4574,2023-09-24,24,24300,14.8,Active,9959.08
188,308,2031,2022-03-03,48,62400,14.19,Active,21958.71
189,309,414,2020-12-29,36,8100,19.35,Paid Off,0.0
190,311,2200,2019-02-25,12,1600,15.09,Paid Off,0.0
191,312,1349,2020-04-19,12,4000,19.34,Paid Off,0.0
192,314,767,2019-08-19,24,5100,17.84,Paid Off,0.0
193,315,4066,2021-09-05,24,1900,11.34,Paid Off,0.0
194,317,4447,2021-07-24,24,10100,21.05,Paid Off,0.0
195,322,3852,2021-12-06,48,49100,16.78,Active,14296.02
196,324,4079,2022-06-11,48,74000,15.42,Active,31511.24
197,326,1310,2023-11-08,48,36500,8.5,Active,27801.84
198,327,2721,2021-05-19,12,1000,20.54,Paid Off,0.0
199,328,1175,2020-01-29,24,15700,20.71,Paid Off,0.0
200,329,4852,2020-03-30,36,7900,11.23,Paid Off,0.0
201,331,1931,2018-01-27,24,24300,16.97,Paid Off,0.0
202,332,1763,2020-05-29,48,28300,19.73,Paid Off,0.0
203,333,2928,2023-02-23,48,84800,13.4,Active,51470.26
204,335,2455,2020-04-29,24,23500,15.51,Defaulted,10677.72
205,337,1626,2022-01-25,24,3500,12.93,Paid Off,0.0
206,343,123,2023-02-07,48,7200,13.0,Active,4210.45
207,344,127,2019-04-17,48,89000,10.99,Paid Off,0.0
208,345,997,2022-11-20,24,8800,14.77,Paid Off,0.0
209,347,3803,2020-01-02,36,5500,13.13,Paid Off,0.0
210,348,4009,2023-05-25,24,12400,17.3,Active,2945.75
211,349,131,2019-09-05,24,9500,16.48,Defaulted,4338.88
212,350,437,2019-02-05,36,20200,14.39,Defaulted,9478.71
213,353,4979,2023-05-14,48,23800,13.9,Active,15912.94
214,354,4061,2018-01-05,60,43500,16.96,Paid Off,0.0
215,356,2704,2022-10-15,48,45100,13.92,Active,23774.17
216,358,4655,2020-11-27,12,3200,16.22,Defaulted,1396.24
217,359,330,2022-08-08,24,4200,16.24,Paid Off,0.0
218,360,1476,2022-02-06,48,6900,18.56,Active,2394.11
219,361,3482,2021-12-28,48,41600,12.67,Active,12440.45
220,363,2986,2021-03-16,12,4900,17.9,Paid Off,0.0
221,364,3197,2023-04-18,48,40700,9.56,Late,25600.23
222,367,2841,2023-05-19,24,11000,19.96,Active,2663.81
223,368,554,2020-04-04,24,19800,12.32,Paid Off,0.0
224,369,2106,2019-01-30,24,14800,19.59,Paid Off,0.0
225,371,4972,2023-02-08,36,21600,12.7,Active,8758.24
226,374,3618,2022-07-04,60,39300,10.97,Active,22315.73
227,375,536,2022-03-20,24,3800,16.6,Paid Off,0.0
228,376,3874,2018-12-21,60,26800,20.72,Paid Off,0.0
229,377,112,2018-03-12,24,23100,7.95,Defaulted,10071.62
230,378,1009,2018-06-06,60,37000,16.18,Defaulted,18416.43
231,379,2990,2020-01-21,60,49700,20.62,Paid Off,0.0
232,380,1562,2023-07-05,12,3300,20.31,Paid Off,0.0
233,381,906,2021-09-21,12,4200,20.74,Paid Off,0.0
234,382,1814,2023-06-29,12,2800,18.53,Paid Off,0.0
235,383,4456,2022-10-07,48,36300,10.33,Active,17728.27
236,384,3995,2018-09-18,24,13600,15.61,Defaulted,6182.74
237,387,4698,2020-06-14,12,4700,9.28,Paid Off,0.0
238,388,3981,2018-10-07,48,17900,17.42,Paid Off,0.0
239,390,2738,2018-08-25,36,6300,21.22,Paid Off,0.0
240,393,345,2019-05-22,48,9900,14.26,Paid Off,0.0
241,394,3599,2023-06-18,24,1000,10.11,Active,269.18
242,395,4576,2020-08-16,48,88000,19.37,Paid Off,0.0
243,396,4749,2020-02-10,48,22500,9.06,Paid Off,0.0
244,397,3432,2022-05-06,36,18000,14.31,Late,2399.68
245,398,157,2021-01-09,36,10700,19.06,Defaulted,5202.78
246,400,1240,2020-07-13,48,18200,17.38,Paid Off,0.0
247,401,4842,2020-11-30,12,4700,14.2,Paid Off,0.0
248,402,22,2020-10-17,48,9900,15.12,Paid Off,0.0
249,403,1031,2021-08-13,24,7000,20.2,Defaulted,3260.16
250,405,3252,2021-07-19,24,20300,14.54,Paid Off,0.0
251,407,176,2023-09-24,24,8400,10.16,Active,3350.7
252,408,3269,2020-09-30,60,48200,15.86,Late,9854.33
253,410,4936,2022-09-11,24,3200,18.62,Defaulted,1478.12
254,413,2559,2023-03-15,48,80700,9.9,Late,49265.38
255,416,2113,2018-06-09,24,1500,9.04,Paid Off,0.0
256,418,1203,2023-09-07,36,5600,18.65,Active,3488.62
257,419,3103,2020-12-28,48,11900,12.39,Paid Off,0.0
258,421,3901,2022-02-07,48,8400,13.84,Active,2748.33
259,422,3141,2022-02-03,24,8400,11.55,Paid Off,0.0
260,423,383,2018-07-26,48,62500,13.67,Paid Off,0.0
261,424,193,2021-04-26,48,7300,13.7,Active,771.4
262,425,1642,2018-09-11,24,6500,13.25,Paid Off,0.0
263,426,2807,2021-08-06,24,17300,17.5,Paid Off,0.0
264,427,1712,2019-03-23,24,1600,19.8,Paid Off,0.0
265,428,2001,2023-07-18,12,1000,20.69,Paid Off,0.0
266,431,310,2022-02-21,48,8200,14.77,Active,2906.21
267,434,2935,2018-11-23,36,9100,11.06,Paid Off,0.0
268,436,1068,2023-08-21,36,17800,19.0,Active,11110.66
269,437,3965,2020-05-16,24,3100,16.2,Paid Off,0.0
270,441,3572,2019-01-01,12,4600,18.78,Defaulted,2021.3
271,442,2253,2020-09-06,24,23200,16.99,Paid Off,0.0
272,444,2262,2021-07-18,12,1900,12.03,Paid Off,0.0
273,445,4292,2019-07-21,60,26300,13.51,Paid Off,0.0
274,447,3758,2021-02-26,12,3800,11.73,Paid Off,0.0
275,448,1385,2019-10-18,48,45700,10.48,Paid Off,0.0
276,450,4635,2019-09-22,24,4100,18.97,Paid Off,0.0
277,451,126,2020-10-26,24,5900,10.61,Paid Off,0.0
278,453,2628,2022-06-17,24,5400,18.27,Defaulted,2489.74
279,455,292,2020-04-12,36,8100,19.9,Paid Off,0.0
280,457,2783,2018-04-13,24,6200,8.69,Paid Off,0.0
281,458,4522,2019-10-12,48,17800,20.5,Paid Off,0.0
282,459,3968,2023-04-15,48,7100,11.7,Active,4536.6
283,461,888,2023-02-08,36,21600,20.61,Active,9359.48
284,462,1316,2023-09-09,48,6200,18.35,Active,4721.33
285,463,1577,2018-05-09,48,19300,9.41,Paid Off,0.0
286,464,2012,2023-11-04,36,7100,15.4,Active,4718.03
287,465,299,2019-06-09,24,13600,18.13,Paid Off,0.0
288,466,3091,2021-06-20,36,19000,19.18,Paid Off,0.0
289,467,1773,2022-10-02,24,11100,17.89,Paid Off,0.0
290,468,1548,2020-08-14,24,18800,15.35,Paid Off,0.0
291,469,2423,2021-01-22,24,6800,16.79,Paid Off,0.0
292,470,2302,2019-06-26,24,17100,10.21,Paid Off,0.0
293,471,3541,2021-07-02,24,23900,19.59,Paid Off,0.0
294,472,4889,2018-07-15,48,65000,17.93,Paid Off,0.0
295,475,644,2021-07-30,36,6100,19.42,Paid Off,0.0
296,478,1863,2020-06-17,12,1800,19.73,Paid Off,0.0
297,483,4935,2018-11-29,60,29600,18.83,Paid Off,0.0
298,484,4742,2019-08-28,12,4300,11.26,Paid Off,0.0
299,486,4383,2023-02-17,36,7900,15.46,Active,3510.36
300,487,4420,2022-08-29,24,8700,12.16,Defaulted,3882.25
301,489,3349,2021-04-30,48,88700,14.45,Active,9488.37
302,490,3207,2020-03-11,24,24400,20.09,Paid Off,0.0
303,491,2192,2020-04-25,36,18600,19.51,Paid Off,0.0
304,493,519,2017-12-27,24,9100,14.86,Paid Off,0.0
305,494,3697,2023-10-03,12,3200,17.71,Paid Off,0.0
306,495,4472,2021-01-01,48,19500,17.8,Paid Off,0.0
307,497,4415,2022-04-13,36,8800,15.48,Active,898.11
308,501,4503,2021-06-04,36,7500,14.68,Paid Off,0.0
309,502,1541,2020-08-02,24,19900,18.51,Paid Off,0.0
310,505,3082,2018-12-17,36,5800,21.7,Paid Off,0.0
311,507,4704,2020-02-07,48,11800,12.75,Paid Off,0.0
312,508,478,2022-08-01,60,35500,9.39,Active,20399.92
313,509,19,2022-02-07,48,14500,19.04,Active,5060.42
314,510,1388,2019-06-01,48,72300,20.44,Paid Off,0.0
315,514,1689,2018-11-19,60,50700,11.12,Paid Off,0.0
316,516,4668,2023-06-22,48,31700,8.55,Active,21057.69
317,518,1858,2018-11-29,24,1200,7.06,Paid Off,0.0
318,519,2309,2023-08-22,60,31000,20.18,Active,25487.98
319,520,533,2023-08-05,24,5200,19.52,Active,1729.72
320,524,4620,2023-06-04,24,12800,16.61,Active,3025.54
321,525,4434,2023-12-07,48,24200,14.18,Late,18928.68
322,526,2577,2020-09-22,36,5200,10.52,Paid Off,0.0
323,527,955,2018-08-22,60,45100,16.33,Paid Off,0.0
324,529,4021,2021-07-24,24,1900,9.77,Paid Off,0.0
325,530,1033,2020-09-22,48,35500,20.99,Paid Off,0.0
326,532,4279,2021-07-31,24,8300,14.87,Paid Off,0.0
327,533,4036,2022-08-31,48,5900,19.42,Active,3015.93
328,534,1654,2020-03-08,36,9900,8.16,Defaulted,4420.16
329,535,1256,2023-03-16,12,3000,20.89,Paid Off,0.0
330,538,1173,2021-11-27,60,77600,19.19,Active,38640.07
331,539,3412,2020-06-14,48,29800,17.04,Paid Off,0.0
332,541,4497,2021-04-17,48,15800,16.77,Late,1324.89
333,544,2506,2019-04-09,36,10700,10.86,Paid Off,0.0
334,545,828,2022-07-12,48,5500,13.01,Active,2401.52
335,546,1086,2023-03-09,24,23500,21.09,Active,2354.94
336,547,3553,2018-01-14,60,59000,18.15,Paid Off,0.0
337,551,2524,2023-08-05,48,7800,19.93,Active,5707.89
338,552,3275,2023-10-16,36,18300,15.92,Active,12192.47
339,554,3302,2020-08-22,48,50300,17.45,Defaulted,25234.08
340,555,1417,2020-09-26,36,8500,15.01,Paid Off,0.0
341,556,3337,2023-05-31,48,26300,17.38,Late,17988.49
342,557,4671,2023-07-18,36,20600,19.5,Active,12343.62
343,558,4510,2020-08-19,48,30500,11.82,Paid Off,0.0
344,559,4949,2020-05-09,24,5100,12.33,Defaulted,2277.91
345,560,4410,2020-03-24,24,1300,12.29,Paid Off,0.0
346,563,1392,2021-10-27,36,9200,18.58,Paid Off,0.0
347,564,1915,2020-02-05,48,9800,17.55,Paid Off,0.0
348,565,128,2022-03-27,12,4800,18.85,Paid Off,0.0
349,566,49,2020-05-29,24,16900,7.46,Defaulted,7348.27
350,568,41,2019-12-02,12,4000,16.31,Paid Off,0.0
351,569,3557,2023-09-28,36,5900,11.79,Active,3690.95
352,571,3017,2018-01-14,24,2200,11.04,Paid Off,0.0
353,572,977,2022-12-01,36,7300,18.66,Active,2673.81
354,574,3503,2020-06-13,48,9600,13.68,Paid Off,0.0
355,576,4822,2018-03-04,48,17100,16.37,Paid Off,0.0
356,577,3213,2023-08-27,24,3700,13.18,Active,1342.54
357,578,3099,2021-09-02,60,36300,12.84,Active,14746.74
358,581,4860,2019-05-19,36,6900,12.0,Paid Off,0.0
359,582,1776,2021-05-31,60,68600,17.41,Active,25749.53
360,584,2961,2022-08-10,48,9900,13.58,Active,4566.37
361,589,4931,2019-05-18,12,4300,21.13,Paid Off,0.0
362,592,3001,2021-02-07,24,2500,20.46,Paid Off,0.0
363,593,3126,2019-01-07,24,8900,13.15,Paid Off,0.0
364,596,3352,2018-05-13,24,1200,16.67,Defaulted,548.62
365,597,4030,2022-06-15,48,44400,10.73,Late,17932.05
366,598,3748,2022-08-01,60,38300,14.41,Active,23163.85
367,599,3264,2021-12-24,48,11400,19.5,Late,3721.79
368,602,3887,2020-12-22,12,1300,13.88,Paid Off,0.0
369,603,1656,2023-02-09,24,6100,16.0,Active,294.75
370,605,3983,2022-10-24,24,4200,17.16,Paid Off,0.0
371,606,4642,2019-03-09,48,8000,21.47,Paid Off,0.0
372,607,2987,2023-01-31,24,4400,19.08,Active,218.49
373,615,726,2018-07-17,24,2000,18.75,Paid Off,0.0
374,616,3580,2021-01-24,60,36200,7.79,Active,9077.03
375,617,3100,2019-02-08,48,14900,12.51,Paid Off,0.0
376,618,4560,2022-02-28,36,7200,13.86,Active,482.8
377,619,1565,2019-03-09,48,5900,16.83,Paid Off,0.0
378,621,4561,2023-01-11,12,2800,10.53,Paid Off,0.0
379,623,4735,2021-10-30,12,4000,11.83,Paid Off,0.0
380,625,2555,2019-04-22,60,78300,15.18,Paid Off,0.0
381,626,4305,2022-07-18,48,34800,12.23,Active,15824.85
382,628,4095,2022-02-16,48,15600,9.1,Active,5147.7
383,629,2344,2018-10-11,12,2700,10.04,Paid Off,0.0
384,630,385,2021-05-04,12,2800,11.97,Defaulted,1207.32
385,633,163,2020-03-15,48,8100,17.89,Paid Off,0.0
386,635,4536,2023-08-31,48,19600,7.8,Active,13731.05
387,637,2213,2023-02-16,24,3200,18.99,Active,315.09
388,638,2713,2018-05-07,36,7500,11.87,Paid Off,0.0
389,640,441,2020-09-01,36,11400,10.77,Paid Off,0.0
390,643,1080,2019-02-12,48,10500,17.76,Paid Off,0.0
391,644,4613,2021-04-29,48,22800,12.76,Active,2372.42
392,646,1199,2022-09-04,24,15000,9.74,Defaulted,6605.31
393,647,1130,2017-12-24,60,47300,21.42,Defaulted,25019.77
394,648,1552,2021-11-23,24,3400,18.05,Paid Off,0.0
395,650,797,2023-03-11,24,9100,19.36,Active,898.81
396,651,1217,2018-09-02,24,17200,19.83,Defaulted,7995.27
397,652,1510,2022-01-07,24,5200,20.45,Paid Off,0.0
398,653,1688,2018-08-23,36,5500,13.48,Paid Off,0.0
399,659,2553,2021-10-10,24,7700,16.48,Paid Off,0.0
400,661,4312,2023-09-02,48,32300,20.62,Active,24301.62
401,663,1953,2020-03-06,24,24800,18.74,Paid Off,0.0
402,666,3402,2022-01-31,24,23500,11.72,Paid Off,0.0
403,667,4324,2019-10-08,24,15800,14.98,Paid Off,0.0
404,671,3055,2020-08-23,36,22700,16.79,Paid Off,0.0
405,672,4761,2018-05-25,36,9700,16.58,Paid Off,0.0
406,673,2660,2021-08-17,48,11300,11.72,Active,1993.51
407,674,4115,2018-05-28,24,18200,19.34,Defaulted,8438.52
408,677,4129,2023-01-21,48,30000,17.46,Active,18182.65
409,678,3960,2023-02-11,36,16900,18.8,Active,7712.22
410,679,2859,2020-09-25,24,20400,13.11,Defaulted,9150.3
411,681,2981,2018-09-11,24,2000,15.73,Paid Off,0.0
412,683,742,2020-12-26,48,44700,21.77,Paid Off,0.0
413,684,4544,2019-09-20,60,61200,15.6,Paid Off,0.0
414,688,642,2021-10-08,12,3700,17.36,Paid Off,0.0
415,689,1161,2023-05-09,36,8600,21.72,Active,4510.14
416,691,2435,2019-03-23,12,3300,10.68,Paid Off,0.0
417,693,2218,2021-09-01,24,4200,18.96,Paid Off,0.0
418,694,622,2021-07-25,36,6300,16.71,Paid Off,0.0
419,695,823,2019-09-02,24,2800,15.7,Paid Off,0.0
420,698,3944,2020-04-17,48,23100,13.19,Paid Off,0.0
421,699,4834,2022-01-25,48,8500,20.69,Active,3025.66
422,700,1728,2018-12-23,36,5800,12.35,Paid Off,0.0
423,701,4779,2022-01-15,60,27700,12.17,Active,13118.04
424,702,1172,2021-11-30,24,16600,13.19,Paid Off,0.0
425,704,97,2022-04-08,48,6400,10.18,Active,2284.98
426,705,2009,2022-09-18,48,13900,19.12,Active,7384.09
427,707,3951,2019-10-12,36,5200,10.52,Paid Off,0.0
428,709,3947,2023-08-18,36,7500,19.52,Active,4695.09
429,710,2652,2019-09-16,60,84200,10.39,Paid Off,0.0
430,711,807,2019-01-07,48,20600,20.12,Paid Off,0.0
431,712,2705,2020-04-23,48,11800,14.49,Paid Off,0.0
